Severity,Start_Time,Year,Month,Weekday,Hour,State,City,Weather_Condition,Temperature_F,Humidity_pct,Visibility_mi,Wind_Speed_mph,Precipitation_in,Sunrise_Sunset,Distance_mi
2,2017-07-13 12:24:03,2017,7,Thursday,12,PA,Plymouth Meeting,Scattered Clouds,89.6,59.0,10.0,6.9,,Day,0.0
2,2017-07-13 12:31:07,2017,7,Thursday,12,NY,Albany,Overcast,72.0,78.0,10.0,9.2,,Day,0.0
2,2017-07-13 16:06:54,2017,7,Thursday,16,CA,Sacramento,Clear,91.9,29.0,10.0,6.9,,Day,0.453
2,2017-07-13 16:12:09,2017,7,Thursday,16,CA,Manteca,Clear,97.0,26.0,10.0,6.9,,Day,0.44
3,2017-07-13 16:18:55,2017,7,Thursday,16,TX,Dallas,Partly Cloudy,96.1,37.0,10.0,,,Day,0.0
2,2017-07-13 16:36:56,2017,7,Thursday,16,NY,Ossining,Light Thunderstorms and Rain,80.6,65.0,7.0,24.2,0.0,Day,0.0
2,2017-07-13 17:31:58,2017,7,Thursday,17,FL,Orlando,Mostly Cloudy,82.9,85.0,10.0,3.5,,Day,0.0
2,2017-07-13 17:32:24,2017,7,Thursday,17,TX,Helotes,Scattered Clouds,,,10.0,8.1,,Day,0.078
3,2017-07-13 22:58:39,2017,7,Thursday,22,IL,Elburn,Clear,66.0,96.0,9.0,5.8,,Night,0.146
4,2017-07-13 23:06:08,2017,7,Thursday,23,NJ,Teterboro,Light Rain,73.9,91.0,10.0,5.8,0.0,Night,0.409
4,2017-07-14 03:09:09,2017,7,Friday,3,OK,McAlester,Clear,78.1,87.0,10.0,3.5,,Night,6.688
2,2017-07-14 07:36:54,2017,7,Friday,7,AL,Birmingham,Partly Cloudy,81.0,79.0,10.0,,,Day,0.521
2,2017-07-14 07:55:35,2017,7,Friday,7,CA,Crockett,Clear,63.0,72.0,10.0,,,Day,0.0
4,2017-07-14 08:00:54,2017,7,Friday,8,CA,San Jacinto,Fair,74.0,48.0,10.0,0.0,0.0,Day,1.132
2,2017-07-14 08:44:59,2017,7,Friday,8,TX,Arlington,Clear,84.0,69.0,10.0,6.9,,Day,0.0
2,2017-07-14 09:08:29,2017,7,Friday,9,CA,San Lorenzo,Partly Cloudy,64.0,67.0,8.0,3.5,,Day,0.0
2,2017-07-14 09:21:13,2017,7,Friday,9,NY,Brooklyn,Overcast,66.2,94.0,10.0,10.4,,Day,0.0
3,2017-07-14 10:45:15,2017,7,Friday,10,PA,Aston,Mostly Cloudy,73.0,100.0,3.0,3.0,0.0,Day,0.0
2,2017-07-14 11:04:07,2017,7,Friday,11,CA,Martinez,Clear,73.0,57.0,10.0,11.5,,Day,0.0
2,2017-07-14 11:32:25,2017,7,Friday,11,VA,Ashburn,Scattered Clouds,91.4,63.0,10.0,4.6,,Day,0.0
2,2017-07-14 11:54:09,2017,7,Friday,11,CA,Sacramento,Clear,82.9,46.0,10.0,8.1,,Day,0.216
2,2017-07-14 12:24:07,2017,7,Friday,12,MO,Kansas City,,,,,,,Day,0.355
2,2017-07-14 12:51:02,2017,7,Friday,12,CA,Antelope,Clear,89.6,29.0,10.0,,,Day,0.0
3,2017-07-14 13:19:31,2017,7,Friday,13,MD,Frederick,Thunderstorms and Rain,84.2,62.0,3.0,10.4,,Day,0.0
3,2017-07-14 13:34:35,2017,7,Friday,13,TX,Houston,Partly Cloudy,95.0,41.0,10.0,11.5,,Day,0.0
3,2017-07-14 14:06:07,2017,7,Friday,14,CA,Oceanside,Scattered Clouds,70.0,76.0,7.0,10.4,,Day,0.0
3,2017-07-14 14:15:13,2017,7,Friday,14,MD,Myersville,Scattered Clouds,80.1,79.0,10.0,8.1,,Day,0.0
2,2017-07-14 15:40:39,2017,7,Friday,15,GA,Waco,Scattered Clouds,88.9,56.0,10.0,5.8,,Day,0.596
3,2017-07-14 15:51:47,2017,7,Friday,15,CA,San Francisco,Partly Cloudy,71.1,59.0,10.0,13.8,,Day,0.0
2,2017-07-14 16:00:18,2017,7,Friday,16,TX,Houston,Mostly Cloudy,91.4,52.0,10.0,11.5,,Day,0.0
2,2017-07-14 16:09:09,2017,7,Friday,16,MI,Grand Rapids,Mostly Cloudy,75.0,64.0,10.0,11.5,,Day,0.317
3,2017-07-14 16:30:09,2017,7,Friday,16,TX,Dallas,Scattered Clouds,96.1,44.0,10.0,9.2,0.0,Day,0.0
2,2017-07-14 16:31:01,2017,7,Friday,16,CA,Oceanside,Haze,68.0,,6.0,8.1,,Day,0.4370000000000001
2,2017-07-14 16:53:24,2017,7,Friday,16,GA,Atlanta,Clear,91.0,52.0,10.0,10.4,,Day,0.236
2,2017-07-14 16:55:36,2017,7,Friday,16,MI,Flushing,Partly Cloudy,75.9,54.0,10.0,13.8,,Day,0.0
3,2017-07-14 16:55:48,2017,7,Friday,16,FL,Fort Myers,Thunderstorms and Rain,80.1,94.0,4.0,3.5,0.05,Day,0.0
3,2017-07-14 16:59:33,2017,7,Friday,16,GA,Atlanta,Clear,91.0,52.0,10.0,10.4,,Day,0.0
2,2017-07-14 17:02:31,2017,7,Friday,17,CA,Newark,Clear,73.4,69.0,10.0,16.1,,Day,0.5670000000000001
2,2017-07-14 17:15:16,2017,7,Friday,17,CA,Whittier,Clear,89.6,31.0,10.0,10.4,,Day,0.765
3,2017-07-14 17:23:07,2017,7,Friday,17,MO,Saint Louis,Scattered Clouds,89.1,48.0,10.0,8.1,,Day,0.0
2,2017-07-14 17:28:47,2017,7,Friday,17,WA,Seattle,Clear,79.0,40.0,10.0,6.9,,Day,0.0
2,2017-07-14 17:36:03,2017,7,Friday,17,TX,San Antonio,Partly Cloudy,97.0,31.0,10.0,3.5,,Day,0.0
2,2017-07-14 17:44:31,2017,7,Friday,17,TX,San Antonio,Partly Cloudy,97.0,31.0,10.0,3.5,,Day,0.0
2,2017-07-14 17:58:39,2017,7,Friday,17,FL,Oakland Park,Scattered Clouds,87.1,65.0,10.0,13.8,,Day,0.625
2,2017-07-14 18:00:52,2017,7,Friday,18,TN,Denmark,Partly Cloudy,80.1,79.0,10.0,3.5,,Day,0.343
2,2017-07-14 18:05:31,2017,7,Friday,18,CA,Pomona,Clear,86.0,37.0,10.0,10.4,,Day,0.49
2,2017-07-14 18:43:32,2017,7,Friday,18,TX,Dallas,Scattered Clouds,95.0,38.0,10.0,10.4,,Day,0.0
2,2017-07-14 19:13:34,2017,7,Friday,19,TX,Austin,Clear,98.1,31.0,10.0,6.9,,Day,0.0
4,2017-07-14 19:13:37,2017,7,Friday,19,NY,New York,Overcast,68.0,96.0,6.0,4.6,,Day,1.339
2,2017-07-14 19:46:19,2017,7,Friday,19,CA,Costa Mesa,Scattered Clouds,71.6,73.0,10.0,5.8,,Day,0.479999989271164
2,2017-07-14 20:30:38,2017,7,Friday,20,TX,Austin,Clear,91.0,44.0,10.0,4.6,,Day,0.0
2,2017-07-14 20:32:10,2017,7,Friday,20,NJ,Jersey City,Overcast,69.8,94.0,7.0,8.1,,Night,0.0
4,2017-07-14 20:58:01,2017,7,Friday,20,GA,Tucker,Partly Cloudy,77.0,79.0,10.0,12.7,,Night,0.0
2,2017-07-14 23:52:01,2017,7,Friday,23,CA,Murrieta,Clear,73.4,61.0,10.0,,,Night,0.531
3,2017-07-15 10:01:58,2017,7,Saturday,10,CA,Rosemead,Clear,82.4,45.0,10.0,,,Day,0.0
3,2017-07-15 10:23:16,2017,7,Saturday,10,CA,Tustin,Partly Cloudy,75.0,69.0,10.0,9.2,,Day,0.0
3,2017-07-15 18:04:40,2017,7,Saturday,18,CA,Duarte,Clear,86.0,43.0,10.0,11.5,,Day,0.0
2,2017-07-16 02:23:14,2017,7,Sunday,2,MI,Otisville,Clear,62.6,94.0,10.0,,,Night,0.0
2,2017-07-16 15:07:44,2017,7,Sunday,15,IL,Elgin,Mostly Cloudy,72.0,76.0,10.0,12.7,,Day,0.0
3,2017-07-16 21:06:57,2017,7,Sunday,21,CA,Cerritos,Mostly Cloudy,70.0,84.0,9.0,4.6,,Night,0.0
2,2017-07-17 02:18:46,2017,7,Monday,2,CA,Johannesburg,,,,,,,Night,0.193
2,2017-07-17 03:24:46,2017,7,Monday,3,VA,Fairfax,Clear,70.5,93.0,10.0,,,Night,0.8590000000000001
2,2017-07-17 05:45:01,2017,7,Monday,5,PA,Strasburg,Clear,66.0,100.0,4.0,4.6,,Night,0.027
2,2017-07-17 06:15:14,2017,7,Monday,6,TX,Elgin,,73.4,100.0,9.0,,,Night,0.0
3,2017-07-17 06:18:38,2017,7,Monday,6,FL,Kissimmee,Clear,78.1,93.0,10.0,3.5,,Night,0.0
3,2017-07-17 07:01:27,2017,7,Monday,7,NJ,Fords,Clear,73.0,79.0,10.0,,,Day,0.0
2,2017-07-17 07:48:42,2017,7,Monday,7,TN,Cosby,Scattered Clouds,72.0,84.0,10.0,3.5,,Day,0.0
2,2017-07-17 07:51:35,2017,7,Monday,7,TX,Dallas,Clear,79.0,88.0,8.0,5.8,,Day,0.0
2,2017-07-17 08:36:42,2017,7,Monday,8,MN,Minneapolis,Mostly Cloudy,75.9,69.0,10.0,11.5,,Day,0.415
2,2017-07-17 08:52:20,2017,7,Monday,8,TX,Dallas,Scattered Clouds,84.0,72.0,10.0,3.5,,Day,0.0
2,2017-07-17 09:11:23,2017,7,Monday,9,TX,Bellaire,Clear,82.4,74.0,10.0,,,Day,0.0
2,2017-07-17 09:21:00,2017,7,Monday,9,TX,Austin,Clear,87.1,61.0,10.0,,,Day,1.4800000190734863
2,2017-07-17 11:25:51,2017,7,Monday,11,TX,Houston,Thunderstorm,84.0,74.0,10.0,8.1,,Day,0.0
2,2017-07-17 13:26:12,2017,7,Monday,13,WV,Morgantown,Partly Cloudy,84.9,44.0,10.0,3.5,,Day,0.609
2,2017-07-17 13:50:57,2017,7,Monday,13,NJ,Belleville,Clear,86.0,49.0,10.0,10.4,,Day,0.0
3,2017-07-17 14:55:31,2017,7,Monday,14,AL,Birmingham,Scattered Clouds,89.1,55.0,10.0,8.1,,Day,0.564
2,2017-07-17 15:29:43,2017,7,Monday,15,NJ,Irvington,Mostly Cloudy,82.9,67.0,10.0,15.0,,Day,0.0
3,2017-07-17 15:55:44,2017,7,Monday,15,TX,San Antonio,Partly Cloudy,94.5,39.0,10.0,12.7,,Day,0.0
2,2017-07-17 16:24:52,2017,7,Monday,16,FL,Spring Hill,Light Rain,75.0,94.0,10.0,5.8,0.03,Day,0.0
3,2017-07-17 17:08:11,2017,7,Monday,17,GA,Atlanta,Scattered Clouds,87.1,51.0,9.0,,,Day,0.0
2,2017-07-17 17:16:31,2017,7,Monday,17,CA,Oceanside,Clear,75.9,71.0,8.0,10.4,,Day,0.511
2,2017-07-17 17:55:11,2017,7,Monday,17,IL,Glen Ellyn,Clear,79.0,50.0,10.0,5.8,,Day,0.0
2,2017-07-17 18:25:31,2017,7,Monday,18,CA,Whittier,Clear,84.2,48.0,10.0,12.7,,Day,0.765
2,2017-07-17 19:06:57,2017,7,Monday,19,MI,Grand Rapids,Scattered Clouds,81.0,49.0,10.0,6.9,,Day,0.0
2,2017-07-17 21:06:32,2017,7,Monday,21,CA,Los Angeles,Clear,72.0,76.0,10.0,,,Night,1.0399999618530271
2,2017-07-17 22:24:46,2017,7,Monday,22,FL,Miami,Thunderstorm,80.1,81.0,10.0,,0.0,Night,0.508
2,2017-07-18 00:08:12,2017,7,Tuesday,0,NC,Raleigh,Mostly Cloudy,75.9,87.0,10.0,6.9,,Night,0.021
2,2017-07-18 00:52:31,2017,7,Tuesday,0,CA,Baker,Clear,88.5,17.0,10.0,16.1,,Night,0.0
2,2017-07-18 05:29:16,2017,7,Tuesday,5,CA,Redding,Clear,66.9,59.0,10.0,,,Night,0.0
3,2017-07-18 05:51:37,2017,7,Tuesday,5,TX,Dallas,Clear,78.1,84.0,10.0,,,Night,0.0
2,2017-07-18 05:56:17,2017,7,Tuesday,5,IL,Chicago,Scattered Clouds,64.9,90.0,7.0,,,Day,0.568
2,2017-07-18 08:06:40,2017,7,Tuesday,8,GA,Augusta,Overcast,75.0,87.0,10.0,,,Day,0.0
2,2017-07-18 08:17:12,2017,7,Tuesday,8,OH,Miamisburg,Clear,73.0,84.0,10.0,3.5,,Day,3.431
2,2017-07-18 08:38:04,2017,7,Tuesday,8,IL,Lake Zurich,Clear,73.0,71.0,10.0,,,Day,0.0
2,2017-07-18 08:55:46,2017,7,Tuesday,8,NY,Pleasantville,Scattered Clouds,78.8,69.0,10.0,,,Day,0.0
2,2017-07-18 10:45:01,2017,7,Tuesday,10,CA,Alamo,Clear,70.0,51.0,10.0,21.9,,Day,0.0
2,2017-07-18 11:46:48,2017,7,Tuesday,11,MD,Fallston,Scattered Clouds,84.2,79.0,10.0,5.8,,Day,0.0
2,2017-07-18 12:11:57,2017,7,Tuesday,12,MN,Minneapolis,Mostly Cloudy,82.0,62.0,10.0,6.9,,Day,0.3720000000000001
2,2017-07-18 13:06:06,2017,7,Tuesday,13,MI,Saint Joseph,Clear,78.1,46.0,10.0,3.5,,Day,0.0
3,2017-07-18 13:43:31,2017,7,Tuesday,13,VA,Richmond,Partly Cloudy,87.1,61.0,10.0,5.8,,Day,0.599
2,2017-07-18 13:57:23,2017,7,Tuesday,13,GA,Atlanta,Mostly Cloudy,87.1,55.0,9.0,,,Day,0.0
2,2017-07-18 14:05:12,2017,7,Tuesday,14,UT,Salt Lake City,Clear,94.3,36.0,10.0,13.8,,Day,1.161
3,2017-07-18 15:04:38,2017,7,Tuesday,15,IL,Woodridge,Clear,86.0,35.0,10.0,,,Day,0.0
2,2017-07-18 15:22:23,2017,7,Tuesday,15,CA,Sacramento,Clear,87.1,19.0,10.0,15.0,,Day,0.0
2,2017-07-18 15:26:40,2017,7,Tuesday,15,TX,Houston,Clear,88.0,65.0,10.0,6.9,,Day,0.0
2,2017-07-18 15:45:01,2017,7,Tuesday,15,GA,Buford,Scattered Clouds,89.6,52.0,10.0,4.6,,Day,2.114
2,2017-07-18 17:38:19,2017,7,Tuesday,17,CA,Davis,Clear,84.2,33.0,10.0,11.5,,Day,0.0
2,2017-07-18 17:54:46,2017,7,Tuesday,17,TX,Houston,Clear,90.0,59.0,10.0,9.2,,Day,0.8370000000000001
3,2017-07-18 18:04:05,2017,7,Tuesday,18,IL,Libertyville,Scattered Clouds,78.1,56.0,10.0,10.4,,Day,0.0
2,2017-07-18 18:13:30,2017,7,Tuesday,18,TX,Austin,Partly Cloudy,99.0,33.0,10.0,,,Day,0.0
3,2017-07-18 18:27:01,2017,7,Tuesday,18,CA,Palo Alto,Clear,68.0,73.0,10.0,17.3,,Day,0.162
2,2017-07-18 18:27:38,2017,7,Tuesday,18,CA,Oakland,Partly Cloudy,64.9,68.0,10.0,17.3,,Day,0.0
3,2017-07-18 19:25:57,2017,7,Tuesday,19,CA,Los Angeles,Overcast,68.0,90.0,9.0,6.9,,Day,0.0
2,2017-07-18 19:56:06,2017,7,Tuesday,19,TX,Dallas,Mostly Cloudy,91.9,48.0,10.0,12.7,,Day,0.0
3,2017-07-18 20:12:10,2017,7,Tuesday,20,FL,Winter Park,Heavy Thunderstorms and Rain,72.0,97.0,0.8,24.2,0.47,Day,0.0
3,2017-07-19 06:01:46,2017,7,Wednesday,6,CA,Sacramento,Clear,57.0,89.0,10.0,3.5,,Day,0.0
2,2017-07-19 07:49:27,2017,7,Wednesday,7,MN,Saint Paul,Clear,68.0,93.0,6.0,,,Day,0.633
2,2017-07-19 08:09:36,2017,7,Wednesday,8,MA,Burlington,Clear,73.0,87.0,10.0,5.8,,Day,1.190000057220459
3,2017-07-19 08:54:35,2017,7,Wednesday,8,TX,Houston,Clear,87.8,66.0,10.0,,,Day,0.0
2,2017-07-19 09:25:25,2017,7,Wednesday,9,MI,Flint,Clear,75.9,60.0,10.0,5.8,,Day,0.0
4,2017-07-19 09:31:31,2017,7,Wednesday,9,MI,Stevensville,Clear,77.0,71.0,10.0,10.4,,Day,0.872
3,2017-07-19 09:49:50,2017,7,Wednesday,9,CT,Greenwich,Partly Cloudy,82.4,70.0,10.0,6.9,,Day,0.0
3,2017-07-19 10:06:59,2017,7,Wednesday,10,MO,Saint Louis,Clear,91.0,55.0,10.0,5.8,,Day,0.0
2,2017-07-19 10:25:40,2017,7,Wednesday,10,OH,Miamisburg,Clear,82.0,67.0,10.0,,,Day,0.0
3,2017-07-19 11:40:06,2017,7,Wednesday,11,CA,Fontana,Mostly Cloudy,87.1,39.0,10.0,8.1,,Day,0.0
4,2017-07-19 11:49:25,2017,7,Wednesday,11,GA,Toccoa,Clear,90.0,58.0,10.0,,,Day,1.3730000000000002
2,2017-07-19 13:56:44,2017,7,Wednesday,13,NC,Kernersville,Scattered Clouds,89.1,43.0,10.0,,,Day,0.208
2,2017-07-19 14:55:36,2017,7,Wednesday,14,IL,Elmhurst,Partly Cloudy,86.0,59.0,10.0,11.5,,Day,0.0
3,2017-07-19 15:43:45,2017,7,Wednesday,15,GA,Hogansville,Scattered Clouds,91.8,51.0,10.0,8.1,,Day,0.0
3,2017-07-19 15:46:25,2017,7,Wednesday,15,MI,Bloomfield Hills,Scattered Clouds,90.3,42.0,10.0,11.5,,Day,2.542
3,2017-07-19 16:27:02,2017,7,Wednesday,16,CA,San Diego,Clear,78.1,62.0,10.0,10.4,,Day,0.0
3,2017-07-19 17:01:25,2017,7,Wednesday,17,CA,North Hollywood,Clear,84.9,40.0,10.0,12.7,,Day,0.158
3,2017-07-19 17:02:10,2017,7,Wednesday,17,WA,Seattle,Scattered Clouds,75.9,42.0,10.0,,,Day,0.175
3,2017-07-19 18:55:42,2017,7,Wednesday,18,FL,Melbourne,Clear,76.6,95.0,10.0,8.1,0.09,Day,0.0
4,2017-07-19 23:32:10,2017,7,Wednesday,23,IL,Chicago,Light Rain,72.0,87.0,10.0,3.5,0.04,Night,0.346
4,2017-07-20 02:20:10,2017,7,Thursday,2,FL,Miami Lakes,Clear,79.0,97.0,10.0,,,Night,1.42
2,2017-07-20 05:47:55,2017,7,Thursday,5,CA,Sylmar,Clear,68.0,83.0,10.0,,,Night,0.433
2,2017-07-20 07:59:13,2017,7,Thursday,7,SC,Graniteville,Clear,73.4,94.0,7.0,3.5,,Day,0.0
2,2017-07-20 08:10:27,2017,7,Thursday,8,CA,Santa Clara,Partly Cloudy,63.0,72.0,10.0,,,Day,0.0
3,2017-07-20 09:13:34,2017,7,Thursday,9,MD,Pikesville,,88.0,59.0,,,,Day,0.0
2,2017-07-20 11:10:35,2017,7,Thursday,11,PA,Horsham,Clear,86.0,66.0,10.0,4.6,,Day,0.0
2,2017-07-20 11:26:10,2017,7,Thursday,11,IL,Tremont,Clear,86.0,72.0,10.0,11.5,,Day,0.522
2,2017-07-20 12:16:38,2017,7,Thursday,12,PA,Norristown,Clear,87.8,58.0,10.0,,,Day,0.0
2,2017-07-20 12:29:00,2017,7,Thursday,12,TX,Austin,Clear,98.1,36.0,10.0,3.5,,Day,0.0
2,2017-07-20 12:29:36,2017,7,Thursday,12,TX,Austin,Clear,98.1,36.0,10.0,3.5,,Day,0.0
2,2017-07-20 14:14:21,2017,7,Thursday,14,FL,Miami,Thunderstorm,87.1,67.0,10.0,,,Day,0.0
2,2017-07-20 15:17:20,2017,7,Thursday,15,GA,Madison,Clear,95.0,44.0,10.0,4.6,,Day,0.0
3,2017-07-20 15:28:25,2017,7,Thursday,15,FL,Bonita Springs,Partly Cloudy,87.1,69.0,10.0,,,Day,0.249
3,2017-07-20 15:55:44,2017,7,Thursday,15,MA,Burlington,Mostly Cloudy,89.1,46.0,10.0,3.5,,Day,0.0
2,2017-07-20 16:16:32,2017,7,Thursday,16,WA,Tacoma,Mostly Cloudy,71.6,58.0,10.0,9.2,,Day,0.4320000000000001
2,2017-07-20 16:49:31,2017,7,Thursday,16,WA,Tacoma,Overcast,72.3,56.0,10.0,10.4,,Day,0.1369999999999999
3,2017-07-20 16:51:00,2017,7,Thursday,16,AZ,Phoenix,Scattered Clouds,100.9,26.0,10.0,9.2,,Day,0.396
2,2017-07-20 17:12:58,2017,7,Thursday,17,WA,Seattle,Scattered Clouds,73.0,49.0,10.0,9.2,,Day,0.0
3,2017-07-20 19:04:00,2017,7,Thursday,19,VA,Alexandria,Mostly Cloudy,95.0,40.0,10.0,10.4,,Day,0.0
3,2017-07-20 19:48:38,2017,7,Thursday,19,CA,Sacramento,Clear,80.1,42.0,10.0,8.1,,Day,0.0
3,2017-07-21 00:35:56,2017,7,Friday,0,CA,Los Angeles,Clear,66.9,84.0,10.0,,,Night,0.0
3,2017-07-21 05:34:51,2017,7,Friday,5,GA,Stockbridge,Partly Cloudy,77.0,88.0,10.0,5.8,,Night,0.0
3,2017-07-21 05:58:31,2017,7,Friday,5,VA,Alexandria,Mostly Cloudy,82.0,71.0,10.0,3.5,,Night,1.05
3,2017-07-21 06:57:54,2017,7,Friday,6,PA,Bala Cynwyd,Overcast,71.6,88.0,10.0,,,Day,0.0
3,2017-07-21 07:31:28,2017,7,Friday,7,VA,Annandale,Clear,79.9,76.0,10.0,3.5,,Day,0.0
2,2017-07-21 07:33:15,2017,7,Friday,7,TX,Houston,Clear,81.0,91.0,10.0,,,Day,0.0
2,2017-07-21 07:36:44,2017,7,Friday,7,CA,San Jose,Clear,62.1,75.0,10.0,,,Day,0.0
2,2017-07-21 09:06:01,2017,7,Friday,9,WI,Milwaukee,Clear,77.0,65.0,10.0,,,Day,0.385
3,2017-07-21 09:10:32,2017,7,Friday,9,CA,San Diego,Scattered Clouds,75.0,62.0,8.0,,,Day,0.0
3,2017-07-21 10:03:13,2017,7,Friday,10,WA,Lakewood,Scattered Clouds,64.2,77.0,10.0,4.6,,Day,2.059999942779541
3,2017-07-21 10:24:01,2017,7,Friday,10,CA,Corona,Clear,75.9,64.0,10.0,3.5,,Day,0.139
3,2017-07-21 11:12:16,2017,7,Friday,11,CA,Roseville,Clear,82.4,32.0,10.0,4.6,,Day,0.0
3,2017-07-21 11:48:46,2017,7,Friday,11,TX,Houston,Partly Cloudy,90.0,59.0,10.0,3.5,,Day,1.943
2,2017-07-21 11:57:01,2017,7,Friday,11,FL,Miami,Thunderstorm,87.1,67.0,10.0,11.5,0.0,Day,0.588
3,2017-07-21 12:19:34,2017,7,Friday,12,CA,San Jose,Partly Cloudy,75.0,43.0,10.0,8.1,,Day,0.0
3,2017-07-21 12:32:43,2017,7,Friday,12,GA,Atlanta,Clear,91.9,50.0,10.0,3.5,,Day,0.0
2,2017-07-21 14:25:31,2017,7,Friday,14,FL,Tallahassee,Mostly Cloudy,93.0,57.0,10.0,4.6,,Day,2.407
2,2017-07-21 14:35:59,2017,7,Friday,14,NM,Albuquerque,Scattered Clouds,88.0,26.0,10.0,12.7,,Day,0.211
2,2017-07-21 15:20:16,2017,7,Friday,15,CA,Irvine,Clear,78.1,60.0,10.0,9.2,,Day,1.82
2,2017-07-21 16:03:44,2017,7,Friday,16,CT,Wethersfield,Partly Cloudy,89.1,43.0,10.0,10.4,,Day,2.334
2,2017-07-21 16:38:05,2017,7,Friday,16,IL,Hanover Park,Thunderstorm,84.9,69.0,10.0,4.6,,Day,0.0
2,2017-07-21 17:40:41,2017,7,Friday,17,CA,Los Angeles,Clear,75.0,71.0,10.0,11.5,,Day,0.0
4,2017-07-21 17:52:31,2017,7,Friday,17,MI,Lansing,Clear,84.9,48.0,10.0,8.1,,Day,2.168
2,2017-07-21 18:33:39,2017,7,Friday,18,NJ,Weehawken,Clear,88.0,49.0,10.0,4.6,,Day,0.0
3,2017-07-21 18:39:39,2017,7,Friday,18,RI,Providence,Scattered Clouds,87.1,46.0,10.0,9.2,,Day,0.0
3,2017-07-21 18:41:46,2017,7,Friday,18,CA,Glendora,Clear,82.4,45.0,10.0,11.5,,Day,0.0
3,2017-07-21 18:44:16,2017,7,Friday,18,IL,Lansing,Scattered Clouds,83.8,66.0,10.0,6.9,,Day,1.475
2,2017-07-21 19:14:16,2017,7,Friday,19,MD,Hagerstown,Overcast,87.1,61.0,10.0,5.8,,Day,0.0
3,2017-07-21 19:51:08,2017,7,Friday,19,MD,Silver Spring,Scattered Clouds,87.4,61.0,10.0,,,Day,0.0
3,2017-07-21 23:23:33,2017,7,Friday,23,IL,Des Plaines,Thunderstorms and Rain,73.9,93.0,5.0,6.9,0.11,Night,0.0
3,2017-07-22 03:53:10,2017,7,Saturday,3,CA,Corona,Clear,66.0,90.0,7.0,4.6,,Night,0.0
2,2017-07-22 06:12:58,2017,7,Saturday,6,CA,Homeland,Clear,64.4,83.0,10.0,,,Day,0.0
2,2017-07-22 09:55:36,2017,7,Saturday,9,PA,Abington,Clear,86.0,57.0,10.0,5.8,,Day,0.0
3,2017-07-22 11:28:57,2017,7,Saturday,11,CA,San Diego,Partly Cloudy,84.0,49.0,10.0,8.1,,Day,0.0
3,2017-07-22 12:51:50,2017,7,Saturday,12,NJ,Newark,Mostly Cloudy,88.0,31.0,10.0,4.6,,Day,1.3799999952316284
2,2017-07-22 14:03:46,2017,7,Saturday,14,TX,Dallas,Clear,97.0,44.0,10.0,6.9,,Day,0.0
4,2017-07-22 14:25:17,2017,7,Saturday,14,NY,Staten Island,Clear,87.3,30.0,10.0,,,Day,0.068
4,2017-07-22 16:22:31,2017,7,Saturday,16,PA,Pittsburgh,Mostly Cloudy,77.0,82.0,10.0,6.9,,Day,0.523
3,2017-07-22 22:27:39,2017,7,Saturday,22,CA,Los Angeles,Clear,68.0,87.0,10.0,3.5,,Night,0.0
3,2017-07-22 22:40:17,2017,7,Saturday,22,CA,Los Angeles,Clear,70.0,76.0,10.0,,,Night,0.0
3,2017-07-23 02:00:01,2017,7,Sunday,2,MD,Chevy Chase,Mostly Cloudy,73.4,96.0,7.0,,,Night,0.622
3,2017-07-23 04:35:50,2017,7,Sunday,4,NY,Bronx,Light Rain,73.0,93.0,8.0,,0.02,Night,0.0
3,2017-07-23 06:01:05,2017,7,Sunday,6,NY,White Plains,Mostly Cloudy,71.6,94.0,10.0,,,Day,0.0
3,2017-07-23 12:03:22,2017,7,Sunday,12,CA,San Clemente,Clear,,,7.0,,,Day,0.0
2,2017-07-23 14:28:20,2017,7,Sunday,14,GA,Atlanta,Scattered Clouds,90.0,52.0,10.0,6.9,,Day,0.0
3,2017-07-23 14:45:37,2017,7,Sunday,14,CA,Fontana,Partly Cloudy,95.0,25.0,10.0,10.4,,Day,0.0
3,2017-07-23 22:11:11,2017,7,Sunday,22,GA,Kennesaw,Mostly Cloudy,78.8,78.0,10.0,,,Night,0.0
2,2017-07-23 23:24:01,2017,7,Sunday,23,PA,Eighty Four,Mostly Cloudy,68.0,94.0,10.0,3.5,,Night,0.28
3,2017-07-24 05:08:47,2017,7,Monday,5,CT,Bridgeport,Light Rain,68.0,90.0,6.0,21.9,0.05,Night,0.672
2,2017-07-24 06:16:20,2017,7,Monday,6,CA,Davis,Clear,62.6,68.0,10.0,5.8,,Day,0.0
2,2017-07-24 06:24:18,2017,7,Monday,6,CA,Santa Rosa,Overcast,55.0,93.0,5.0,3.5,,Day,0.0
3,2017-07-24 07:42:19,2017,7,Monday,7,GA,Decatur,Mostly Cloudy,77.0,88.0,6.0,5.8,,Day,1.919999957084656
3,2017-07-24 08:32:22,2017,7,Monday,8,GA,Atlanta,Mostly Cloudy,78.6,84.0,7.0,3.5,,Day,0.0
2,2017-07-24 08:52:16,2017,7,Monday,8,TX,Austin,Mostly Cloudy,82.0,79.0,9.0,10.4,,Day,0.0
2,2017-07-24 10:20:40,2017,7,Monday,10,NY,Mount Vernon,Rain,66.0,93.0,2.0,15.0,0.02,Day,0.0
3,2017-07-24 13:44:25,2017,7,Monday,13,OH,Columbus,Scattered Clouds,80.6,61.0,10.0,12.7,,Day,0.4000000059604645
